Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470520800.0 1.0 47 62 119 NA NA 93 144 171 NA NA 2745 434 500 NA NA 3013 506 564 NA NA
1470520800.0 1002.0 NA 205 57 NA NA NA 278 98 NA NA NA 2409 167 NA NA NA 2830 184 NA NA
1470520800.0 10021.0 NA 97 212 0 NA NA 176 310 0 NA NA 574 1153 484 NA NA 665 1403 502 NA
1470520800.0 10023.0 NA 98 211 0 NA NA 177 310 0 NA NA 552 913 446 NA NA 633 1278 527 NA
1470520800.0 10024.1 NA 102 146 0 NA NA 176 212 0 NA NA 499 405 229 NA NA 551 436 234 NA
1470520800.0 10024.2 NA 101 219 0 NA NA 176 310 0 NA NA 614 1136 474 NA NA 700 1352 530 NA
1470520800.0 10024.3 NA 102 137 0 NA NA 176 208 0 NA NA 539 422 219 NA NA 807 448 225 NA
1470520800.0 10024.4 NA 102 218 0 NA NA 176 309 0 NA NA 587 1070 503 NA NA 1110 1630 523 NA
1470520800.0 10024.5 NA 102 132 0 NA NA 180 208 0 NA NA 500 483 285 NA NA 673 598 301 NA
1470520800.0 10025.0 NA 103 219 0 NA NA 176 311 0 NA NA 556 957 498 NA NA 1077 1467 533 NA
1470520800.0 101.0 77 NA NA NA NA 138 NA NA NA NA 1305 NA NA NA NA 1369 NA NA NA NA
1470520800.0 102.0 78 NA NA NA NA 138 NA NA NA NA 833 NA NA NA NA 889 NA NA NA NA
1470520800.0 10224.0 NA 136 286 0 NA NA 203 385 0 NA NA 2797 4134 564 NA NA 7134 8072 584 NA
1470520800.0 10225.0 NA 137 293 0 NA NA 206 389 0 NA NA 2751 3786 499 NA NA 10595 11888 525 NA
1470520800.0 103.0 33 0 0 NA NA 75 0 0 NA NA 396 122 211 NA NA 430 149 245 NA NA
1470520800.0 105.0 47 71 22 NA NA 93 142 57 NA NA 2719 420 4 NA NA 2900 452 19 NA NA
